Id,SalePrice
1461,123846.40946099295
1462,156318.95614694286
1463,179355.3153143504
1464,188806.99732174893
1465,193119.10378394596
1466,178090.0453552899
1467,170131.8186626301
1468,169906.86409263243
1469,179574.6869586893
1470,124026.56077445233
1471,189486.2974310313
1472,97667.05661111335
1473,99061.41134831533
1474,148122.40598177104
1475,124559.7707458117
1476,359131.60886430164
1477,246226.6426033479
1478,300571.5215924661
1479,277818.70609285776
1480,493400.94157871394
1481,314160.7127182384
1482,207393.36966051685
1483,177661.8911692744
1484,168499.0200217169
1485,177105.58507618913
1486,196252.15009507095
1487,326446.75019565213
1488,229203.9760613562
1489,199566.16525510408
1490,224905.1623407401
1491,192310.87926619477
1492,94355.71121123596
1493,177088.65216842527
1494,291963.38810935547
1495,285163.21575227263
1496,231064.38753649325
1497,176606.69504334818
1498,166087.44618202845
1499,158059.1926894419
1500,161034.2976546525
1501,175245.38719287733
1502,152991.44247193984
1503,268902.7916127449
1504,235733.42792100896
1505,222112.08603829888
1506,184802.5867621723
1507,241363.12984790216
1508,191946.6636362495
1509,158749.4760492678
1510,151590.31956895092
1511,157069.98946665577
1512,171911.99253658918
1513,142829.3587657014
1514,151508.73858869588
1515,179816.34380392317
1516,152427.82040344772
1517,151624.64506059967
1518,134284.8365919014
1519,216111.54637968045
1520,136481.32971598604
1521,139581.59768130048
1522,164407.5035567673
1523,116635.71203526846
1524,119561.71649957399
1525,122345.2030239363
1526,120762.10143684273
1527,104785.41630437705
1528,123212.82672698321
1529,148635.38520173955
1530,184838.40016324312
1531,128738.22340178382
1532,96311.89563589815
1533,144155.23628537593
1534,114419.80363235746
1535,147134.2551723789
1536,112069.19482023863
1537,75378.22872749725
1538,150057.0553325978
1539,188779.7365294926
1540,102403.1891889832
1541,140601.6318122973
1542,134317.4075376909
1543,182952.93876827118
1544,85230.46455478622
1545,107851.9536593527
1546,130605.12492428458
1547,135338.6599840435
1548,128126.90609057879
1549,119048.79734163909
1550,137846.463852754
1551,106799.79139966876
1552,144399.5871970799
1553,141466.3872700648
1554,118790.18396680587
1555,161657.1262608263
1556,91001.30508463984
1557,105699.59012805302
1558,102000.43190590091
1559,94712.43750860906
1560,136654.31061215972
1561,125982.89382915286
1562,132933.14838588148
1563,126221.46257389689
1564,163595.68751138053
1565,153689.87486673
1566,228049.2931364277
1567,79249.17513905512
1568,231629.52241846398
1569,142738.79006845743
1570,139240.8710114874
1571,123313.11214605294
1572,141752.15062244853
1573,239100.3022139888
1574,120403.53817093032
1575,229119.8883322429
1576,229180.16744228694
1577,191889.44922014003
1578,144425.71004643623
1579,145327.57490887755
1580,187346.7101110439
1581,146882.10529707454
1582,127842.37493397732
1583,305718.6665865107
1584,231056.83803845075
1585,141775.7387917703
1586,76827.91755135459
1587,111255.80499447187
1588,148752.08277403656
1589,100020.58020726475
1590,129633.33506711165
1591,102483.42106236669
1592,113720.22980046514
1593,118258.91943938633
1594,128523.29907590026
1595,126965.11731045696
1596,222554.6352647065
1597,179927.48315001134
1598,194150.16396289176
1599,171859.7657461735
1600,171292.4908420226
1601,75434.06675754415
1602,114459.91814163109
1603,79469.88581076617
1604,274151.3417681293
1605,238818.56376227926
1606,164371.11765048726
1607,170151.21850151318
1608,220768.93530263857
1609,189224.57610924955
1610,159593.90661474038
1611,143397.5756549886
1612,176063.75525475142
1613,168076.8533492788
1614,121443.69157516968
1615,88310.85202349324
1616,81763.30339607182
1617,89604.72707349807
1618,130118.64763488315
1619,140070.02794540947
1620,164366.37215438555
1621,137381.44412427972
1622,146078.32168311987
1623,261627.7235429979
1624,214006.9424680511
1625,121763.8659266175
1626,173044.52901559672
1627,188042.57424855613
1628,266937.80992418935
1629,169517.27302670095
1630,324720.42707444046
1631,212131.6590958383
1632,236508.6773738828
1633,169146.4381231439
1634,185101.8919872195
1635,179342.0986251132
1636,156957.28636611826
1637,189541.34558319236
1638,195124.2926432751
1639,179870.68684100505
1640,237841.00932121382
1641,178743.20361329126
1642,235175.12586270325
1643,221599.92243481454
1644,227399.41535794566
1645,197591.57444356388
1646,158441.16218553172
1647,157845.55619965115
1648,136553.58065618406
1649,138987.86127005465
1650,120821.80428734879
1651,122305.52798908322
1652,97730.91378189283
1653,99079.49145598913
1654,150810.38308167184
1655,141936.99636576016
1656,145440.6420333953
1657,151286.7839115789
1658,152599.54955452163
1659,127687.62877723564
1660,154974.54239621578
1661,447657.9155220147
1662,361112.48939811724
1663,364121.5568872943
1664,470337.49773262267
1665,309492.472944872
1666,322396.93599279184
1667,358375.6282835213
1668,329308.01930862735
1669,292424.65474287426
1670,331496.4066213846
1671,260637.12108123372
1672,422466.8379876212
1673,288395.50104049814
1674,243816.92726181186
1675,197677.0485437574
1676,195739.87874366902
1677,215678.65799684086
1678,447084.79115715646
1679,381577.96067191206
1680,312109.7530340686
1681,249278.4269193568
1682,311197.74645077076
1683,190240.34203515964
1684,176227.30538048432
1685,177405.8625921557
1686,171404.39041415136
1687,167539.848357014
1688,187497.95208545472
1689,190511.87707117357
1690,189641.1966367486
1691,182993.04868394055
1692,251744.24165019026
1693,169775.38695835334
1694,182382.87673670147
1695,165012.08079433814
1696,267391.85258770373
1697,166770.2016003192
1698,337573.4613629751
1699,314711.5832435504
1700,246243.2902045601
1701,263760.5869210381
1702,243166.22018342302
1703,244252.89035057227
1704,273509.38031381846
1705,231776.93904606364
1706,315595.96184536867
1707,214882.15231312334
1708,209244.12105576723
1709,260965.9574137677
1710,218922.2724634991
1711,264847.5967795913
1712,245385.41171853794
1713,265699.38511525583
1714,217807.91445212153
1715,201208.83473223762
1716,180705.4408111311
1717,170253.7133024803
1718,131250.13364227448
1719,205830.13727953302
1720,232800.07269579862
1721,158530.71020636207
1722,122064.11468344775
1723,152075.33599753206
1724,206067.54459769535
1725,233217.15427311743
1726,190068.661344437
1727,165151.96813066397
1728,175899.46577486265
1729,164996.81570051447
1730,151208.63566022814
1731,121533.18142231891
1732,132782.60117971874
1733,118194.56061298984
1734,126854.13438141835
1735,127978.16889763704
1736,114748.76252221059
1737,305136.12289243116
1738,231114.4470105606
1739,255228.144057408
1740,216937.02615281084
1741,194026.38853209658
1742,167637.2826931622
1743,173582.6739429226
1744,318096.7712974603
1745,211971.5900961039
1746,198231.3230074454
1747,217042.38211239805
1748,218902.88853016248
1749,156658.53569312143
1750,133532.1793189087
1751,232937.90925565572
1752,120460.91387473079
1753,145828.26927952096
1754,196597.72304429644
1755,166745.97942859097
1756,126956.4422613103
1757,122219.88048349335
1758,146498.9081943712
1759,155601.39086629555
1760,161002.90979980008
1761,147714.71423711418
1762,175199.20120532374
1763,176474.91859375814
1764,120661.76173733501
1765,152906.5206715817
1766,183292.05667742877
1767,202694.12800383416
1768,141111.84223621344
1769,163901.30573004734
1770,145513.4951174378
1771,127951.27756001547
1772,136363.1550376424
1773,132031.12690495813
1774,142103.99468105106
1775,136154.3643369163
1776,125392.8144383927
1777,110840.92438763197
1778,137220.1512529197
1779,124119.47587002093
1780,162999.88001419627
1781,126608.00841464146
1782,101941.34778936449
1783,141215.97374364646
1784,107381.90740757117
1785,111793.29588536345
1786,149122.06532774906
1787,160869.25225351815
1788,67358.14703139715
1789,96641.64852807162
1790,89076.83324493005
1791,189597.12361458607
1792,150969.47724939822
1793,134549.4656334329
1794,146088.32111261488
1795,133395.43780705443
1796,133100.1947564876
1797,114484.91704759849
1798,125932.82891601443
1799,112931.96588116998
1800,131582.41253280887
1801,127813.69267561898
1802,137977.22876270645
1803,150198.02678315243
1804,140314.49213496497
1805,134011.3417052321
1806,116219.0054116489
1807,126956.15508879945
1808,122016.55681608016
1809,123238.38083365111
1810,139791.23921604158
1811,96027.43149644931
1812,104335.08961943883
1813,123903.67549000026
1814,96412.61778573651
1815,61453.361603164965
1816,98070.30531424354
1817,121754.53877563967
